# upstream-routes.tsv — upstream multica HTTP route table (method, path, owner).
#
# Consumed by scripts/route_parity.py. Never fetched over the network.
# source: https://github.com/louloulin/multica :: server/cmd/server/router.go
# upstream commit: f41fae6b08fb734afcbd13205c0b3203dd0bc9c6
# clone recipe: docs/20-UPSTREAM-ANALYSIS-RECIPE.md §1 (full-blob shallow clone, ~5s)
# regenerate: python3 scripts/gen_upstream_routes.py --router /tmp/up-multica/server/cmd/server/router.go --const-file /tmp/up-multica/server/pkg/publicapi/v1/routes.go --owner-rules scripts/route-owners.tsv --out docs/fixtures/upstream-routes.tsv --commit f41fae6b08fb734afcbd13205c0b3203dd0bc9c6
#
# owner column = which milestone/sub-issue owns porting this route into multica-rs.
#   vocabulary: M1 / M2-A..M2-E / M3..M10 / M3+ (deferred past M3, no issue yet)
#   / n/a (deliberately not ported).  Rationale table: docs/22-ROUTE-PARITY.md.
#   An EMPTY owner on a not-yet-implemented route is an unclaimed blind spot:
#   `python3 scripts/route_parity.py` fails (exit 1) on it.
# Regeneration preserves this column; never reorder or drop it by hand.
#
# columns: method\tpath\towner
DELETE	/api/comments/{commentId}/keep-replies	M2-B	# router.go:2169
DELETE	/api/comments/{commentId}/reactions	M2-B	# router.go:2173
POST	/api/comments/{commentId}/reactions	M2-B	# router.go:2172
DELETE	/api/comments/{commentId}/resolve	M2-B	# router.go:2171
POST	/api/comments/{commentId}/resolve	M2-B	# router.go:2170
GET	/api/comments/{commentId}/sub-issue-preview	M3+	# router.go:2160
POST	/api/comments/{commentId}/sub-issues	M2-B	# router.go:2161
GET	/api/config	M10	# router.go:1478
POST	/api/contact-sales	M9	# router.go:1479
GET	/api/daemon/autopilot-runs/{runId}/gc-check	M3	# router.go:1567
GET	/api/daemon/chat-sessions/{sessionId}/gc-check	M3	# router.go:1566
POST	/api/daemon/claim	M3	# router.go:1544
POST	/api/daemon/deregister	M3	# router.go:1524
POST	/api/daemon/heartbeat	M3	# router.go:1525
GET	/api/daemon/issues/{issueId}/gc-check	M3	# router.go:1565
POST	/api/daemon/register	M3	# router.go:1523
POST	/api/daemon/runtimes/{runtimeId}/local-skills/import/{requestId}/result	M3	# router.go:1551
POST	/api/daemon/runtimes/{runtimeId}/local-skills/{requestId}/result	M3	# router.go:1550
POST	/api/daemon/runtimes/{runtimeId}/models/{requestId}/result	M3	# router.go:1549
POST	/api/daemon/runtimes/{runtimeId}/recover-orphans	M3	# router.go:1570
POST	/api/daemon/runtimes/{runtimeId}/tasks/claim	M3	# router.go:1539
GET	/api/daemon/runtimes/{runtimeId}/tasks/pending	M3	# router.go:1547
POST	/api/daemon/runtimes/{runtimeId}/tasks/{taskId}/prepare-lease	M3	# router.go:1545
POST	/api/daemon/runtimes/{runtimeId}/tasks/{taskId}/skill-bundles/resolve	M3	# router.go:1546
POST	/api/daemon/runtimes/{runtimeId}/update/{updateId}/result	M3	# router.go:1548
POST	/api/daemon/tasks/claim	M3	# router.go:1543
POST	/api/daemon/tasks/{id}/plugin-hooks	M3	# router.go:1534
GET	/api/daemon/tasks/{id}/plugin-mcp/{contributionId}/credential	M3	# router.go:1537
POST	/api/daemon/tasks/{taskId}/cancel-ack	M3	# router.go:1562
POST	/api/daemon/tasks/{taskId}/complete	M3	# router.go:1557
POST	/api/daemon/tasks/{taskId}/fail	M3	# router.go:1558
GET	/api/daemon/tasks/{taskId}/gc-check	M3	# router.go:1568
GET	/api/daemon/tasks/{taskId}/messages	M3	# router.go:1561
POST	/api/daemon/tasks/{taskId}/messages	M3	# router.go:1560
POST	/api/daemon/tasks/{taskId}/progress	M3	# router.go:1556
POST	/api/daemon/tasks/{taskId}/session	M3	# router.go:1571
POST	/api/daemon/tasks/{taskId}/start	M3	# router.go:1554
GET	/api/daemon/tasks/{taskId}/status	M3	# router.go:1553
POST	/api/daemon/tasks/{taskId}/usage	M3	# router.go:1559
POST	/api/daemon/tasks/{taskId}/wait-local-directory	M3	# router.go:1555
GET	/api/daemon/workspaces	M3	# router.go:1527
POST	/api/daemon/workspaces/{workspaceId}/issues/gc-check	M3	# router.go:1564
GET	/api/daemon/workspaces/{workspaceId}/repos	M3	# router.go:1528
GET	/api/daemon/workspaces/{workspaceId}/runtime-profiles	M3	# router.go:1529
GET	/api/daemon/ws	M3	# router.go:1526
GET	/api/dashboard/agent-runtime	M9	# router.go:2258
GET	/api/dashboard/failures/by-agent	M9	# router.go:2261
GET	/api/dashboard/failures/daily	M9	# router.go:2260
GET	/api/dashboard/runtime/daily	M9	# router.go:2259
GET	/api/dashboard/usage/by-agent	M9	# router.go:2257
GET	/api/dashboard/usage/daily	M9	# router.go:2256
POST	/api/dingtalk/binding/redeem	M7	# router.go:1850
POST	/api/feedback	M9	# router.go:1634
GET	/api/github/setup	M8	# router.go:1491
GET	/api/inbox/	M2-C	# router.go:2378
POST	/api/inbox/archive-all	M2-C	# router.go:2390
POST	/api/inbox/archive-all-read	M2-C	# router.go:2391
POST	/api/inbox/archive-completed	M2-C	# router.go:2392
GET	/api/inbox/archived	M2-C	# router.go:2382
GET	/api/inbox/archived/facets	M2-C	# router.go:2384
GET	/api/inbox/archived/page	M2-C	# router.go:2383
POST	/api/inbox/mark-all-read	M2-C	# router.go:2389
GET	/api/inbox/unread-count	M2-C	# router.go:2385
GET	/api/inbox/unread-summary	M2-C	# router.go:2388
POST	/api/inbox/{id}/archive	M2-C	# router.go:2395
POST	/api/inbox/{id}/read	M2-C	# router.go:2393
POST	/api/inbox/{id}/unarchive	M2-C	# router.go:2396
POST	/api/inbox/{id}/unread	M2-C	# router.go:2394
GET	/api/integrations/composio/callback	M8	# router.go:1517
POST	/api/integrations/composio/connect/init	M8	# router.go:1866
GET	/api/integrations/composio/connections	M8	# router.go:1868
DELETE	/api/integrations/composio/connections/{id}	M8	# router.go:1869
GET	/api/integrations/composio/toolkits	M8	# router.go:1867
GET	/api/invitations	M1	# router.go:1873
GET	/api/invitations/{id}	M1	# router.go:1874
POST	/api/invitations/{id}/accept	M1	# router.go:1875
POST	/api/invitations/{id}/decline	M1	# router.go:1876
GET	/api/issue-statuses/	M2-A	# router.go:2055
POST	/api/issue-statuses/	M2-A	# router.go:2056
PATCH	/api/issue-statuses/reorder	M2-A	# router.go:2057
DELETE	/api/issue-statuses/{id}/	M2-A	# router.go:2060
PATCH	/api/issue-statuses/{id}/	M2-A	# router.go:2059
GET	/api/issue-view-preferences	M2-A	# router.go:2136
PUT	/api/issue-view-preferences	M2-A	# router.go:2137
GET	/api/issue-views/	M2-A	# router.go:2139
POST	/api/issue-views/	M2-A	# router.go:2140
DELETE	/api/issue-views/{id}/	M2-A	# router.go:2144
GET	/api/issue-views/{id}/	M2-A	# router.go:2142
PATCH	/api/issue-views/{id}/	M2-A	# router.go:2143
GET	/api/issue-wakeup-summaries	M5	# router.go:2319
GET	/api/issue-wakeups	M5	# router.go:2320
GET	/api/issues/	M2-A	# router.go:1964
POST	/api/issues/	M2-A	# router.go:1968
POST	/api/issues/batch-delete	M2-A	# router.go:1972
POST	/api/issues/batch-update	M2-A	# router.go:1971
GET	/api/issues/child-progress	M2-A	# router.go:1961
GET	/api/issues/children	M2-A	# router.go:1962
GET	/api/issues/grouped	M2-A	# router.go:1963
GET	/api/issues/limit-usage	M2-A	# router.go:1956
POST	/api/issues/preview-trigger	M3	# router.go:1970
POST	/api/issues/query	M2-A	# router.go:1967
POST	/api/issues/quick-create	M2-A	# router.go:1969
GET	/api/issues/search	M2-A	# router.go:1960
POST	/api/issues/table/facets	M2-D	# router.go:1959
POST	/api/issues/table/groups	M2-D	# router.go:1957
POST	/api/issues/table/rows	M2-D	# router.go:1958
DELETE	/api/issues/{id}/	M2-A	# router.go:1977
GET	/api/issues/{id}/	M2-A	# router.go:1974
PUT	/api/issues/{id}/	M2-A	# router.go:1975
GET	/api/issues/{id}/active-task	M3	# router.go:1992
GET	/api/issues/{id}/attachments	M3+	# router.go:2001
GET	/api/issues/{id}/children	M2-A	# router.go:2002
GET	/api/issues/{id}/comments	M2-A	# router.go:1980
POST	/api/issues/{id}/comments	M2-A	# router.go:1979
POST	/api/issues/{id}/comments/trigger-preview	M2-A	# router.go:1978
GET	/api/issues/{id}/labels	M2-A	# router.go:2003
POST	/api/issues/{id}/labels	M2-A	# router.go:2004
DELETE	/api/issues/{id}/labels/{labelId}	M2-A	# router.go:2005
GET	/api/issues/{id}/metadata	M2-A	# router.go:2006
DELETE	/api/issues/{id}/metadata/{key}	M2-A	# router.go:2008
PUT	/api/issues/{id}/metadata/{key}	M2-A	# router.go:2007
POST	/api/issues/{id}/move	M2-A	# router.go:1976
DELETE	/api/issues/{id}/properties/{propertyId}	M2-A	# router.go:2010
PUT	/api/issues/{id}/properties/{propertyId}	M2-A	# router.go:2009
GET	/api/issues/{id}/pull-requests	M8	# router.go:2011
POST	/api/issues/{id}/quick-actions/{quickActionId}/render	M3+	# router.go:1996
POST	/api/issues/{id}/quick-actions/{quickActionId}/run	M3+	# router.go:1995
DELETE	/api/issues/{id}/reactions	M2-A	# router.go:2000
POST	/api/issues/{id}/reactions	M2-A	# router.go:1999
POST	/api/issues/{id}/rerun	M3	# router.go:1994
POST	/api/issues/{id}/squad-evaluated	M2-A	# router.go:2097
POST	/api/issues/{id}/subscribe	M2-A	# router.go:1983
GET	/api/issues/{id}/subscribers	M2-A	# router.go:1982
GET	/api/issues/{id}/task-runs	M3	# router.go:1997
POST	/api/issues/{id}/tasks/{taskId}/cancel	M3	# router.go:1993
GET	/api/issues/{id}/timeline	M9	# router.go:1981
POST	/api/issues/{id}/unsubscribe	M2-A	# router.go:1984
POST	/api/issues/{id}/unsubscribe/subtree	M2-A	# router.go:1985
GET	/api/issues/{id}/usage	M3	# router.go:1998
GET	/api/issues/{id}/wakeups	M5	# router.go:1986
POST	/api/issues/{id}/wakeups	M5	# router.go:1987
PUT	/api/issues/{id}/wakeups/{wakeupID}	M5	# router.go:1988
POST	/api/issues/{id}/wakeups/{wakeupID}/disable	M5	# router.go:1989
POST	/api/issues/{id}/wakeups/{wakeupID}/enable	M5	# router.go:1990
PATCH	/api/issues/{id}/wakeups/{wakeupID}/instruction	M5	# router.go:1991
GET	/api/labels/	M2-E	# router.go:2042
POST	/api/labels/	M2-E	# router.go:2043
DELETE	/api/labels/{id}/	M2-E	# router.go:2047
GET	/api/labels/{id}/	M2-E	# router.go:2045
PUT	/api/labels/{id}/	M2-E	# router.go:2046
POST	/api/lark/binding/redeem	M7	# router.go:1841
GET	/api/me	M1	# router.go:1615
PATCH	/api/me	M1	# router.go:1616
PATCH	/api/me/onboarding	M9	# router.go:1617
POST	/api/me/onboarding/cloud-waitlist	M9	# router.go:1619
POST	/api/me/onboarding/complete	M9	# router.go:1618
POST	/api/me/onboarding/no-runtime-bootstrap	M9	# router.go:1627
POST	/api/me/onboarding/runtime-bootstrap	M9	# router.go:1626
GET	/api/notification-preferences/	M9	# router.go:2401
PATCH	/api/notification-preferences/	M9	# router.go:2402
PUT	/api/notification-preferences/	M9	# router.go:2403
GET	/api/pins/	M2-A	# router.go:2129
POST	/api/pins/	M2-A	# router.go:2130
PUT	/api/pins/reorder	M2-A	# router.go:2131
DELETE	/api/pins/{itemType}/{itemId}	M2-A	# router.go:2132
GET	/api/plugin-bridge/v1/context	M6	# router.go:103
POST	/api/plugin-bridge/v1/hooks/{key}	M6	# router.go:1598
GET	/api/plugin-bridge/v1/issues/{issue_ref}	M6	# router.go:104
PATCH	/api/plugin-bridge/v1/issues/{issue_ref}	M6	# router.go:105
GET	/api/plugin-bridge/v1/issues/{issue_ref}/comments	M6	# router.go:106
POST	/api/plugin-bridge/v1/issues/{issue_ref}/comments	M6	# router.go:107
GET	/api/plugin-bridge/v1/storage/{scope}	M6	# router.go:108
DELETE	/api/plugin-bridge/v1/storage/{scope}/{key}	M6	# router.go:111
GET	/api/plugin-bridge/v1/storage/{scope}/{key}	M6	# router.go:109
PUT	/api/plugin-bridge/v1/storage/{scope}/{key}	M6	# router.go:110
GET	/api/projects/	M4	# router.go:2067
POST	/api/projects/	M4	# router.go:2068
GET	/api/projects/search	M4	# router.go:2066
DELETE	/api/projects/{id}/	M4	# router.go:2072
GET	/api/projects/{id}/	M4	# router.go:2070
PUT	/api/projects/{id}/	M4	# router.go:2071
GET	/api/projects/{id}/resources	M4	# router.go:2073
POST	/api/projects/{id}/resources	M4	# router.go:2074
DELETE	/api/projects/{id}/resources/{resourceId}	M4	# router.go:2076
PUT	/api/projects/{id}/resources/{resourceId}	M4	# router.go:2075
GET	/api/properties/	M2-E	# router.go:2032
POST	/api/properties/	M2-E	# router.go:2033
GET	/api/properties/{id}/	M2-E	# router.go:2035
PATCH	/api/properties/{id}/	M2-E	# router.go:2036
GET	/api/quick-actions/	M3+	# router.go:2022
POST	/api/quick-actions/	M3+	# router.go:2023
DELETE	/api/quick-actions/{id}/	M3+	# router.go:2026
PATCH	/api/quick-actions/{id}/	M3+	# router.go:2025
GET	/api/runtimes/	M3	# router.go:2266
DELETE	/api/runtimes/{runtimeId}/	M3	# router.go:2281
PATCH	/api/runtimes/{runtimeId}/	M3	# router.go:2268
GET	/api/runtimes/{runtimeId}/activity	M3	# router.go:2272
POST	/api/runtimes/{runtimeId}/archive-agents-and-delete	M3	# router.go:2293
POST	/api/runtimes/{runtimeId}/local-skills	M3	# router.go:2277
POST	/api/runtimes/{runtimeId}/local-skills/import	M3	# router.go:2279
GET	/api/runtimes/{runtimeId}/local-skills/import/{requestId}	M3	# router.go:2280
GET	/api/runtimes/{runtimeId}/local-skills/{requestId}	M3	# router.go:2278
POST	/api/runtimes/{runtimeId}/models	M3	# router.go:2275
GET	/api/runtimes/{runtimeId}/models/{requestId}	M3	# router.go:2276
POST	/api/runtimes/{runtimeId}/unbind-agents-and-delete	M3	# router.go:2289
POST	/api/runtimes/{runtimeId}/update	M3	# router.go:2273
GET	/api/runtimes/{runtimeId}/update/{updateId}	M3	# router.go:2274
GET	/api/runtimes/{runtimeId}/usage	M3	# router.go:2269
GET	/api/runtimes/{runtimeId}/usage/by-agent	M3	# router.go:2270
GET	/api/runtimes/{runtimeId}/usage/by-hour	M3	# router.go:2271
POST	/api/share-links/join	M1	# router.go:1877
GET	/api/share-links/{code}	M1	# router.go:1482
GET	/api/skills/	M6	# router.go:2234
POST	/api/skills/	M6	# router.go:2235
POST	/api/skills/import	M6	# router.go:2237
GET	/api/skills/search	M6	# router.go:2236
DELETE	/api/skills/{id}/	M6	# router.go:2241
GET	/api/skills/{id}/	M6	# router.go:2239
PUT	/api/skills/{id}/	M6	# router.go:2240
GET	/api/skills/{id}/files	M6	# router.go:2246
PUT	/api/skills/{id}/files	M6	# router.go:2247
DELETE	/api/skills/{id}/files/{fileId}	M6	# router.go:2248
GET	/api/skills/{id}/labels	M6	# router.go:2243
POST	/api/skills/{id}/labels	M6	# router.go:2244
DELETE	/api/skills/{id}/labels/{labelId}	M6	# router.go:2245
POST	/api/skills/{id}/refresh	M6	# router.go:2242
POST	/api/slack/binding/redeem	M7	# router.go:1847
GET	/api/squads/	M4	# router.go:2082
POST	/api/squads/	M4	# router.go:2083
DELETE	/api/squads/{id}/	M4	# router.go:2087
GET	/api/squads/{id}/	M4	# router.go:2085
PUT	/api/squads/{id}/	M4	# router.go:2086
DELETE	/api/squads/{id}/members	M4	# router.go:2091
GET	/api/squads/{id}/members	M4	# router.go:2088
POST	/api/squads/{id}/members	M4	# router.go:2090
PATCH	/api/squads/{id}/members/role	M4	# router.go:2092
GET	/api/squads/{id}/members/status	M4	# router.go:2089
POST	/api/tasks/{taskId}/cancel	M3	# router.go:2314
GET	/api/tasks/{taskId}/messages	M3	# router.go:2016
POST	/api/tasks/{taskId}/retry-source-context	M3	# router.go:2017
POST	/api/telegram/binding/redeem	M7	# router.go:1858
GET	/api/tokens/	M1	# router.go:1880
POST	/api/tokens/	M1	# router.go:1881
POST	/api/tokens/current/renew	M1	# router.go:1882
DELETE	/api/tokens/{id}	M1	# router.go:1883
POST	/api/upload-file	M3+	# router.go:1633
POST	/api/webhooks/autopilots/{token}	M5	# router.go:1487
POST	/api/webhooks/github	M8	# router.go:1490
POST	/api/webhooks/stripe	M9	# router.go:1505
POST	/api/webhooks/vcs/{connectionId}	M8	# router.go:1500
POST	/api/wecom/binding/redeem	M7	# router.go:1854
GET	/api/working-agents	M3	# router.go:2324
GET	/api/workspaces/	M1	# router.go:1658
POST	/api/workspaces/	M1	# router.go:1659
DELETE	/api/workspaces/{id}/	M1	# router.go:1750
GET	/api/workspaces/{id}/	M1	# router.go:1664
PATCH	/api/workspaces/{id}/	M1	# router.go:1700
PUT	/api/workspaces/{id}/	M1	# router.go:1699
GET	/api/workspaces/{id}/dingtalk/groups	M7	# router.go:1815
POST	/api/workspaces/{id}/dingtalk/install/byo	M7	# router.go:1818
GET	/api/workspaces/{id}/dingtalk/installations	M7	# router.go:1814
DELETE	/api/workspaces/{id}/dingtalk/installations/{installationId}	M7	# router.go:1817
DELETE	/api/workspaces/{id}/dingtalk/installations/{installationId}/groups/{conversationId}	M7	# router.go:1816
GET	/api/workspaces/{id}/github/connect	M8	# router.go:1757
GET	/api/workspaces/{id}/github/installations	M8	# router.go:1672
DELETE	/api/workspaces/{id}/github/installations/{installationId}	M8	# router.go:1759
GET	/api/workspaces/{id}/github/installations/{installationId}/repositories	M8	# router.go:1758
GET	/api/workspaces/{id}/invitations	M1	# router.go:1667
DELETE	/api/workspaces/{id}/invitations/{invitationId}	M1	# router.go:1706
POST	/api/workspaces/{id}/lark/install/begin	M7	# router.go:1790
GET	/api/workspaces/{id}/lark/install/{sessionId}/status	M7	# router.go:1791
GET	/api/workspaces/{id}/lark/installations	M7	# router.go:1783
DELETE	/api/workspaces/{id}/lark/installations/{installationId}	M7	# router.go:1784
POST	/api/workspaces/{id}/leave	M1	# router.go:1666
GET	/api/workspaces/{id}/mcp-servers	M8	# router.go:1686
POST	/api/workspaces/{id}/mcp-servers	M8	# router.go:1710
DELETE	/api/workspaces/{id}/mcp-servers/{serverId}	M8	# router.go:1712
PUT	/api/workspaces/{id}/mcp-servers/{serverId}	M8	# router.go:1711
GET	/api/workspaces/{id}/members	M1	# router.go:1665
POST	/api/workspaces/{id}/members	M1	# router.go:1701
DELETE	/api/workspaces/{id}/members/{memberId}/	M1	# router.go:1704
PATCH	/api/workspaces/{id}/members/{memberId}/	M1	# router.go:1703
GET	/api/workspaces/{id}/plugins	M6	# router.go:1690
POST	/api/workspaces/{id}/plugins	M6	# router.go:1736
GET	/api/workspaces/{id}/plugins/packages	M6	# router.go:1724
POST	/api/workspaces/{id}/plugins/packages	M6	# router.go:1725
POST	/api/workspaces/{id}/plugins/packages/local	M6	# router.go:1726
DELETE	/api/workspaces/{id}/plugins/packages/{packageId}	M6	# router.go:1727
POST	/api/workspaces/{id}/plugins/preview	M6	# router.go:1735
DELETE	/api/workspaces/{id}/plugins/{installationId}	M6	# router.go:1747
PUT	/api/workspaces/{id}/plugins/{installationId}/config	M6	# router.go:1744
POST	/api/workspaces/{id}/plugins/{installationId}/disable	M6	# router.go:1746
POST	/api/workspaces/{id}/plugins/{installationId}/enable	M6	# router.go:1745
GET	/api/workspaces/{id}/plugins/{installationId}/invocations	M6	# router.go:1737
GET	/api/workspaces/{id}/plugins/{installationId}/mcp/{hookKey}/tools	M6	# router.go:1742
PUT	/api/workspaces/{id}/plugins/{installationId}/mcp/{hookKey}/tools	M6	# router.go:1743
GET	/api/workspaces/{id}/plugins/{installationId}/surfaces/{surfaceKey}/launch	M6	# router.go:1694
