# contracts/schema-deviations.tsv — every difference between this repo's schema and
# contracts/upstream-schema.json, registered with a reason and the issue that closes it.
#
# scripts/schema_drift.py exits 0 only when every difference it finds is registered here.
# Columns (tab separated):
#   对象         an object key, or a glob such as `issue.*` for one table's columns
#   类型         table | column | constraint | index | function | trigger | type | view |
#                extension | statement
#   差异摘要     `missing:`, `extra:`, `differs:` or `apply-exception:` followed by what was
#                compared; the tool checks the prefix and reports the rest verbatim
#   原因         why the difference is acceptable — not what it looks like
#   承接 issue   the issue that must close it; `W0-B2` is the plan1 P4 slice that switches the
#                runtime to the vendored upstream migration set
#
# 原因 and 承接 issue are mandatory and must be filled in by a person.  The skeleton rows from
# `scripts/schema_drift.py --emit-deviations` leave them blank on purpose, so pasting that
# output back can never satisfy the check.
#
# apply-exception rows are not hand-measured at all: they mirror
# contracts/upstream-apply-exceptions.tsv (generated, one row per skipped statement).  A row
# of that category with no matching skip, or a skip with no row, fails the check.

# 对象	类型	差异摘要	原因	承接 issue

#
# §1 compat 补丁新增的列 / 约束（`migrations/compat/535`–`537`）
#   上游 560 个迁移建 116 张表 / 2146 个对象；这里逐条登记本仓**真的还需要**的本地语义。
#   上游已有等价概念的，一律改本仓 SQL 对齐上游列名，不在 compat 里造重复列（见 migrations/compat/537 文件头）。
#
personal_access_token.scopes	column	extra: 上游 head 没有这一列，本地语义需要它（compat 补）	本地 PAT 作用域；上游未建模（上游权限模型在 workspace/member 角色上）⇒ compat 增列。	LUM-1387
personal_access_token.revoked_at	column	extra: 上游 head 没有这一列，本地语义需要它（compat 补）	复述退役的 `0002_pat_revoked_at.up.sql`：本地 API 要吐**撤销时间**，上游只有 `revoked BOOLEAN`。`revoked` 是权威，`revoked_at` 双写镜像（`mc-repos/src/pat.rs`）⇒ compat 增列。	LUM-1387
user.email_verified_at	column	extra: 上游 head 没有这一列，本地语义需要它（compat 补）	本地邮箱验证流程读它；上游只存 `email`（是否已验证在 verification_code 侧表达）⇒ compat 增列；键与快照一致（快照里 user 表不加引号）。	LUM-1387
user.onboarding_state	column	extra: 上游 head 没有这一列，本地语义需要它（compat 补）	本地引导流程状态（JSONB）；上游未建模 ⇒ compat 增列。	LUM-1387
verification_code.consumed_at	column	extra: 上游 head 没有这一列，本地语义需要它（compat 补）	本地读**消费时间**；上游只有 `used BOOLEAN`（权威，双写）。	LUM-1387
verification_code.purpose	column	extra: 上游 head 没有这一列，本地语义需要它（compat 补）	本地验证码区分用途（邮箱验证 / 重置密码 / 邀请）；上游只有 `used`，一张表只服务一种流程 ⇒ compat 增列。	LUM-1387
verification_code.user_id	column	extra: 上游 head 没有这一列，本地语义需要它（compat 补）	本地把验证码绑到 `user`（重置密码按用户查）；上游只按 `email` 查 ⇒ compat 增列（连同下面的外键）。	LUM-1387
workspace.archived_at	column	extra: 上游 head 没有这一列，本地语义需要它（compat 补）	上游 workspace 没有归档概念；本地归档 + 列表过滤读它 ⇒ compat 增列。	LUM-1387
workspace_invitation.accepted_at	column	extra: 上游 head 没有这一列，本地语义需要它（compat 补）	本地 API 的时间戳判据；上游只有 `status` 状态机 ⇒ compat 增列。	LUM-1387
workspace_invitation.revoked_at	column	extra: 上游 head 没有这一列，本地语义需要它（compat 补）	本地「软撤销」（保留行、置时间戳）；上游 `RevokeInvitation` 是硬 `DELETE`。为让 `idx_invitation_unique_pending` 释放邮箱，同时把 `status` 镜像成 `declined` ⇒ compat 增列。	LUM-1387
workspace_invitation.token	column	extra: 上游 head 没有这一列，本地语义需要它（compat 补）	本地用一次性不透明 token 兑换邀请；上游用 `id` + 状态机 ⇒ compat 增列。	LUM-1387
verification_code.verification_code_user_id_fkey	constraint	extra: 上游 head 没有这个约束（compat 增列带出来的外键）	`migrations/compat/536` 建 `verification_code.user_id` 时一并长出这个外键，指向 `"user"(id) ON DELETE CASCADE`：本地删除用户要连带清掉验证码 ⇒ 语义上需要。	LUM-1387

#
# §2 同名列的**默认值**差异（列名/类型/可空性都与上游一致，只多一个 DEFAULT）
#   两处都是「上游 NOT NULL 且无默认值，而本仓 SQL 从不写这一列」⇒ 补默认值，不改 SQL、不放松 NOT NULL。
#
issue_status.color	column	differs: 默认值不同（本仓 `'#6b7280'`，上游无默认）	`535_pat_revoked_at.up.sql`：本仓 `INSERT INTO issue_status`（`mc-repos/src/issue_status.rs`、`mc-repos/src/inbox.rs`、`mc-http/tests/inbox.rs`）从不写 color。注意上游同时有 `issue_status_color_check CHECK (color ~ '^#[0-9a-f]{6}$')` ⇒ 默认值必须本身是合法 hex，取中性灰；补 `''` 会直接撞 CHECK（实测）。	LUM-1387
personal_access_token.token_prefix	column	differs: 默认值不同（本仓 `''`，上游无默认）	`535_pat_revoked_at.up.sql`：本仓 PAT 写入从不写 `token_prefix`（本地用自己的 `token_last4` + hash）⇒ 补 `''` 默认值。真实前缀仍由上游列语义负责，本仓不填。	LUM-1387

#
# §3 词表/一致性 CHECK 放宽（`migrations/compat/538`–`540`）
#   本仓的**存储词表**与上游逐字不同，且这些取值是 REST 契约（被 `crates/mc-http/tests/*` 断言），
#   而本切片"API 兼容优先、不做大范围重构"⇒ 把 CHECK 放宽为「上游词表 ∪ 本仓词表」，
#   而不是改本仓 DTO/枚举。只放宽**允许集合**（上游取值仍合法），不删约束、不改可空性。
#   方向是单向的：本仓读/筛/分组只看自己的词表（`user` / `open` / …），不要在本地代码里写上游取值（docs/26 §4）。
#
# §3.1 主体类型：本仓「人」写作 `user`（`crates/mc-http/tests/*` 断言 `author_type == "user"`、
#   `creator_type == "user"`、入参 `assignee_type: "user"`），上游写 `member`。该词汇贯穿 filter/facet/DTO
#   （`issue_table/sql.rs`、`issue_table/repo.rs` 与本切片写集之外的 `routes/*.rs`），是
#   docs/11-M2-ISSUE.md §5 记录的有意偏离（输入侧已由 `routes/issues.rs::normalize_assignee_type`
#   把 `member` 归一成 `user`）。
#
comment.comment_author_type_check	constraint	differs: 同名列上的 CHECK 定义不同（放宽为并集：'user','member','agent','system','plugin','squad','autopilot'）	本仓 `CommentAuthorType` 域是 6 值（user/agent/system/plugin/squad/autopilot），上游 CHECK 只列 member 不认 user ⇒ 放宽为并集（上游的 member 仍合法）。只放宽允许集合，不删约束。	LUM-1387
comment_reaction.comment_reaction_actor_type_check	constraint	differs: 同名列上的 CHECK 定义不同（放宽为并集：'user','member','agent'）	本仓写入只有 user/agent（`add_reaction` 的调用方），上游 CHECK 只列 member 不认 user ⇒ 放宽为并集（上游的 member 仍合法）。只放宽允许集合，不删约束。	LUM-1387
issue_reaction.issue_reaction_actor_type_check	constraint	differs: 同名列上的 CHECK 定义不同（放宽为并集：'user','member','agent'）	同 comment_reaction，上游 CHECK 只列 member 不认 user ⇒ 放宽为并集（上游的 member 仍合法）。只放宽允许集合，不删约束。	LUM-1387
issue.issue_assignee_type_check	constraint	differs: 同名列上的 CHECK 定义不同（放宽为并集：'user','member','agent','squad','autopilot'）	本仓 `AssigneeType` 域是 4 值（user/agent/squad/autopilot），上游 CHECK 只列 member 不认 user ⇒ 放宽为并集（上游的 member 仍合法）。只放宽允许集合，不删约束。	LUM-1387
issue.issue_creator_type_check	constraint	differs: 同名列上的 CHECK 定义不同（放宽为并集：'user','member','agent','system'）	本仓 creator_type 写 user/agent/system（`mc-core/src/issue.rs`），上游 CHECK 只列 member 不认 user ⇒ 放宽为并集（上游的 member 仍合法）。只放宽允许集合，不删约束。	LUM-1387
inbox_item.inbox_item_recipient_type_check	constraint	differs: 同名列上的 CHECK 定义不同（放宽为并集：'user','member','agent'）	本仓写入固定 'user'（`mc-repos/src/inbox.rs`），上游 CHECK 只列 member 不认 user ⇒ 放宽为并集（上游的 member 仍合法）。只放宽允许集合，不删约束。	LUM-1387
issue_subscriber.issue_subscriber_user_type_check	constraint	differs: 同名列上的 CHECK 定义不同（放宽为并集：'user','member','agent'）	本仓 `issue_subscriber.user_type` 域是 user/agent（`mc-repos/src/subscriber.rs` 的 `USER_TYPE_USER`/`USER_TYPE_AGENT`，路由层 `is_valid_user_type` 同样只认这两个），上游 CHECK 只列 member|agent ⇒ 放宽为并集（上游的 member 仍合法）。只放宽允许集合，不删约束。	LUM-1387

#
# §3.2 状态类别与角色（`539_status_and_role_vocabulary.up.sql`）：这两组不是主体类型，
#   但同样「本仓词表 ≠ 上游词表，且取值由 REST 回显」。
#
issue_status.issue_status_category_check	constraint	differs: 同名列上的 CHECK 定义不同（放宽为并集：'open','unstarted','started','done','closed'）	本仓 `StatusCategory` 只有 open/closed 二分（`mc-core/src/status.rs`；`mc-repos/src/issue_status.rs::category_str` 写 open/closed），上游是 4 值（unstarted/started/done/closed，见 `339_seed_issue_status_catalog.up.sql`）。本仓的 open 覆盖上游 unstarted+started，且 `GET /api/issue-statuses` 回显 `category` ⇒ 取并集而不是映射（映射会改 REST 契约）。只放宽允许集合，不删约束。	LUM-1387
workspace_invitation.workspace_invitation_role_check	constraint	differs: 同名列上的 CHECK 定义不同（放宽为并集：'owner','admin','member','guest'）	本仓 `WorkspaceRole` 是 owner/admin/member/guest（`mc-core/src/workspace.rs`），`routes/invitations.rs::parse_role_or_default` 会把整个域写入邀请；上游只允许 admin|member，本仓的 guest 在上游没有对应取值（本仓独有语义）⇒ 取并集。只放宽允许集合，不删约束。	LUM-1387
workspace_share_link.workspace_share_link_role_check	constraint	differs: 同名列上的 CHECK 定义不同（放宽为并集：'owner','admin','member','guest'）	同 workspace_invitation：`share_link.rs` 直接 `.bind(input.role.as_str())` 写 `WorkspaceRole`，上游只允许 admin|member ⇒ 取并集。只放宽允许集合，不删约束。	LUM-1387
member.member_role_check	constraint	differs: 同名列上的 CHECK 定义不同（放宽为并集：'owner','admin','member','guest'）	本仓 `WorkspaceRole` 含 guest，成员角色由同一枚举落库（接受邀请后 `INSERT INTO member`）；上游 `member_role_check` 只有 owner|admin|member ⇒ 取并集以与 `WorkspaceRole` 定义域一致。只放宽允许集合，不删约束。	LUM-1387

#
# §3.3 评论解决一致性（`540_comment_resolved_consistency.up.sql`）：唯一一条**弱化**上游不变量的登记。
#
comment.comment_resolved_consistency	constraint	differs: 同名列上的 CHECK 定义不同（三元组耦合降为「主体对要么都空要么都满」）	上游要求 resolved_at/resolved_by_type/resolved_by_id 全空或全满；本仓 resolve/unresolve 是**无主体**的布尔开关（`CommentRepo::resolve(id)`/`unresolve(id)` 只写 resolved_at，仓库 API 没有 resolver 参数，`CommentDto` 也不回显 resolved_by_*）⇒ 没有第三个值可写。放宽后：主体对仍必须一致（写一半被拒），`resolved_at` 不再强制要求主体。若后续把 resolver 接进 `CommentRepo`（需动 `routes/comments.rs` 调用签名）应回填主体并删除该 compat。	LUM-1387

#
# §4 upstream 快照构建时被显式跳过的 9 条语句（环境缺扩展）—— 与 contracts/upstream-apply-exceptions.tsv 一一对应，键必须逐字相同（脚本硬校验：跳过的语句没有登记 → 红灯，反之亦然）
#

pg_bigm	extension	apply-exception: 上游会建、本机构建快照时无法执行（见 contracts/upstream-apply-exceptions.tsv）	本机 PostgreSQL 16 没有 pg_bigm（上游生产库装了它），`032_issue_search_index.up.sql:3` 的 CREATE EXTENSION 被显式跳过并记入 contracts/upstream-apply-exceptions.tsv。这是本机环境限制，不是上游缺陷：装上 pg_bigm 后重跑 scripts/build_upstream_schema.py 即消失。在缺失期间，依赖它的 6 个 bigram 索引一并缺失（下一批 apply-exception 行）。	LUM-1386
idx_issue_title_bigm	index	apply-exception: 上游会建、本机构建快照时无法执行（见 contracts/upstream-apply-exceptions.tsv）	`032_issue_search_index.up.sql:13` 的 CREATE INDEX ... USING gin (title gin_bigm_ops) 需要 pg_bigm，被显式跳过。上游 issue 标题的 bigram 搜索索引在本机不可复现 ⇒ 上游快照里没有它，本仓也不会；不影响表/列契约。	LUM-1386
idx_issue_description_bigm	index	apply-exception: 上游会建、本机构建快照时无法执行（见 contracts/upstream-apply-exceptions.tsv）	同 idx_issue_title_bigm：`032_issue_search_index.up.sql:13` 的 pg_bigm 索引，被显式跳过（本机无该扩展，不影响表/列契约）。	LUM-1386
idx_comment_content_bigm	index	apply-exception: 上游会建、本机构建快照时无法执行（见 contracts/upstream-apply-exceptions.tsv）	`033_comment_search_index.up.sql:3` 的 pg_bigm 索引，被显式跳过（本机无该扩展，不影响表/列契约）。	LUM-1386
idx_project_title_bigm	index	apply-exception: 上游会建、本机构建快照时无法执行（见 contracts/upstream-apply-exceptions.tsv）	`039_project_search_index.up.sql:2` 的 pg_bigm 索引，被显式跳过（本机无该扩展，不影响表/列契约）。	LUM-1386
idx_project_description_bigm	index	apply-exception: 上游会建、本机构建快照时无法执行（见 contracts/upstream-apply-exceptions.tsv）	同 idx_project_title_bigm：`039_project_search_index.up.sql:2` 的 pg_bigm 索引，被显式跳过。	LUM-1386
pg_cron	extension	apply-exception: 上游会建、本机构建快照时无法执行（见 contracts/upstream-apply-exceptions.tsv）	本机 PostgreSQL 16 没有 pg_cron，`076_task_usage_pgcron_extension.up.sql:24` 的 CREATE EXTENSION 被显式跳过并记录（上游自己也是用 DO ... EXCEPTION 兜底，只是它把 skip 吞成 NOTICE）。定时 rollup 的调度在本仓由平台侧承担，不落 PG。	LUM-1386
103_drop_legacy_daily_rollups.up.sql:101	statement	apply-exception: 上游会建、本机构建快照时无法执行（见 contracts/upstream-apply-exceptions.tsv）	`103_drop_legacy_daily_rollups.up.sql:101` 这段 DO 块只在 pg_cron 存在时调用 cron.unschedule(...)，本机无 pg_cron ⇒ 语句被解析为不可执行并整体跳过（记 `statement:<file>:<line>` 兜底键，防止跳过语句逃出本表）。它不建任何对象，只清理上游已退役的定时任务 ⇒ 对 head schema 无影响。	LUM-1386
idx_issue_properties_bigm	index	apply-exception: 上游会建、本机构建快照时无法执行（见 contracts/upstream-apply-exceptions.tsv）	`446_issue_properties_bigm_index.up.sql:19` 的 CREATE INDEX CONCURRENTLY ... gin_bigm_ops 需要 pg_bigm，被显式跳过。注意它同时是 CONCURRENTLY 语句：在事务里跑不了，本仓对它的处理与 pg_bigm 缺失同为「记录 + 跳过」。	LUM-1386
